article,experiment,sample,id,pairing,yi,vi,sei,ni,stimuli,condition,gen_difficulty,manip_type,present_style,word_status,memory_test,memory_type,gen_constraint,learning_type,stimuli_relation,gen_mode,gen_task,attention,pacing,filler_task,age_grp,retention_delay
442,1,1,932,321,0.59,0.001473914,0.038391584,16,30,generate,NA,within,mixed,words,recognition,location,medium,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
442,1,1,933,321,0.59,0.001473914,0.038391584,16,30,read,NA,within,mixed,words,recognition,location,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
442,1,1,934,322,0.66,0.001362654,0.036914142,16,30,generate,NA,within,mixed,words,recognition,location,medium,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
442,1,1,935,322,0.57,0.001482109,0.03849817,16,30,read,NA,within,mixed,words,recognition,location,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
442,1,1,936,323,0.6,0.001465704,0.038284511,16,30,generate,NA,within,mixed,words,recognition,location,medium,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
442,1,1,937,323,0.56,0.001482048,0.038497383,16,30,read,NA,within,mixed,words,recognition,location,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
442,1,1,938,324,0.76,0.001038614,0.032227537,16,30,generate,NA,within,mixed,words,recognition,location,medium,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
442,1,1,939,324,0.61,0.001454808,0.03814195,16,30,read,NA,within,mixed,words,recognition,location,NA,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
442,1,1,940,325,0.81,0.000845168,0.029071776,16,30,generate,NA,within,mixed,words,recognition,location,medium,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
442,1,1,941,325,0.79,0.000922978,0.030380548,16,30,read,NA,within,mixed,words,recognition,location,NA,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
442,1,1,942,326,0.79,0.000922978,0.030380548,16,30,generate,NA,within,mixed,words,recognition,location,medium,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
442,1,1,943,326,0.69,0.001281029,0.035791462,16,30,read,NA,within,mixed,words,recognition,location,NA,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
442,1,1,944,327,0.81,0.000845168,0.029071776,16,30,generate,NA,within,mixed,words,recognition,location,medium,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
442,1,1,945,327,0.69,0.001281029,0.035791462,16,30,read,NA,within,mixed,words,recognition,location,NA,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
448,1,1,946,520,0.8,0.001162137,0.034090131,20,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,1,947,520,0.55,0.001944523,0.044096742,20,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,1,948,521,0.9,0.000681224,0.026100262,20,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,1,949,521,0.57,0.001948333,0.04413992,20,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,1,950,522,0.8,0.001162137,0.034090131,20,10,generate,low,within,mixed,words,recognition,source,low,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,1,951,522,0.84,0.000959942,0.030982925,20,10,read,low,within,mixed,words,recognition,source,NA,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,1,952,523,0.84,0.000959942,0.030982925,20,10,generate,high,within,mixed,words,recognition,source,low,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,1,953,523,0.8,0.001162137,0.034090131,20,10,read,high,within,mixed,words,recognition,source,NA,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,1,2,954,524,0.85,0.000910868,0.030180587,20,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,2,955,524,0.72,0.001556626,0.039454096,20,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,2,956,525,0.85,0.000910868,0.030180587,20,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,2,957,525,0.73,0.001510669,0.038867323,20,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,2,958,526,0.73,0.001510669,0.038867323,20,10,generate,low,within,mixed,words,recognition,source,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,2,959,526,0.72,0.001556626,0.039454096,20,10,read,low,within,mixed,words,recognition,source,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,2,960,527,0.77,0.001315116,0.036264526,20,10,generate,high,within,mixed,words,recognition,source,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,2,961,527,0.84,0.000959942,0.030982925,20,10,read,high,within,mixed,words,recognition,source,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,962,528,0.86,0.000862683,0.029371469,20,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,963,528,0.85,0.000910868,0.030180587,20,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,964,529,0.88,0.000769484,0.027739576,20,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,965,529,0.88,0.000769484,0.027739576,20,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,966,530,0.68,0.001722259,0.041500113,20,10,generate,low,within,mixed,words,recognition,source,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,967,530,0.71,0.001600975,0.040012188,20,10,read,low,within,mixed,words,recognition,source,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,968,531,0.84,0.000959942,0.030982925,20,10,generate,high,within,mixed,words,recognition,source,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,1,3,969,531,0.81,0.001111031,0.033332126,20,10,read,high,within,mixed,words,recognition,source,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,1,970,532,0.84,0.000959942,0.030982925,20,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,2,1,971,532,0.45,0.00172064,0.041480594,20,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,2,1,972,533,0.91,0.000639165,0.025281713,20,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,2,1,973,533,0.51,0.001893818,0.043518023,20,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
448,2,2,974,534,0.79,0.001213317,0.034832693,20,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,2,975,534,0.78,0.001264376,0.035558069,20,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,2,976,535,0.88,0.000769484,0.027739576,20,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,2,977,535,0.67,0.001758089,0.041929568,20,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,3,978,536,0.82,0.001060181,0.032560427,20,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,3,979,536,0.85,0.000910868,0.030180587,20,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,3,980,537,0.86,0.000862683,0.029371469,20,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
448,2,3,981,537,0.86,0.000862683,0.029371469,20,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
449,1,1,982,538,0.3714,0.00026825,0.016378329,29,20,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
449,1,1,983,538,0.2103,0.000482582,0.021967759,29,20,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
449,1,2,984,539,0.2192,0.000292497,0.017102541,29,20,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
449,1,2,985,539,0.1508,0.000113217,0.010640343,29,20,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
465,1,1,986,328,0.83,0.0004,0.02,32,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,1,1,987,328,0.61,0.0009,0.03,32,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,1,1,988,329,0.81,0.0009,0.03,32,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,1,1,989,329,0.62,0.0004,0.02,32,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,1,1,990,330,0.87,0.0016,0.04,32,10,generate,high,within,mixed,words,recognition,source,low,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,1,1,991,330,0.7,0.0009,0.03,32,10,read,high,within,mixed,words,recognition,source,NA,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,1,1,992,331,0.8,0.0025,0.05,32,10,generate,low,within,mixed,words,recognition,source,low,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,1,1,993,331,0.65,0.0025,0.05,32,10,read,low,within,mixed,words,recognition,source,NA,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,2,1,994,332,0.84,0.0004,0.02,70,10,generate,high,within,mixed,words,recognition,item,low,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,2,1,995,332,0.54,0.0004,0.02,70,10,read,high,within,mixed,words,recognition,item,NA,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,2,1,996,333,0.65,0.0004,0.02,70,10,generate,low,within,mixed,words,recognition,item,low,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,2,1,997,333,0.46,0.0009,0.03,70,10,read,low,within,mixed,words,recognition,item,NA,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,2,1,998,334,0.49,0.0016,0.04,70,10,generate,high,within,mixed,words,recognition,NA,low,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,2,1,999,334,0.52,0.0009,0.03,70,10,read,high,within,mixed,words,recognition,NA,NA,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,2,1,1000,335,0.8,0.0004,0.02,70,10,generate,low,within,mixed,words,recognition,NA,low,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,2,1,1001,335,0.72,0.0009,0.03,70,10,read,low,within,mixed,words,recognition,NA,NA,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,3,1,1002,336,0.74,0.0004,0.02,14,20,generate,high,between,mixed,words,recognition,item,low,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,3,2,1003,336,0.78,0.0004,0.02,14,20,read,high,between,mixed,words,recognition,item,NA,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,3,1,1004,337,0.65,0.0004,0.02,14,20,generate,low,between,mixed,words,recognition,item,low,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,3,2,1005,337,0.46,0.0009,0.03,14,20,read,low,between,mixed,words,recognition,item,NA,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,3,1,1006,338,0.44,0.0049,0.07,14,20,generate,high,between,mixed,words,recognition,NA,low,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,3,2,1007,338,0.55,0.0025,0.05,14,20,read,high,between,mixed,words,recognition,NA,NA,incidental,NA,writing/typing,anagram,full,self-paced,yes,younger,immediate
465,3,1,1008,339,0.67,0.0025,0.05,14,20,generate,NA,between,mixed,words,recognition,NA,low,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
465,3,2,1009,339,0.66,0.0025,0.05,14,20,read,NA,between,mixed,words,recognition,NA,NA,incidental,NA,writing/typing,letter transposition,full,self-paced,yes,younger,immediate
501,1,1,1010,540,0.83,0.000202397,0.014226622,120,20,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
501,1,1,1011,540,0.5,0.000375333,0.01937352,120,20,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
501,1,1,1012,541,0.54,0.000388284,0.019704934,120,20,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
501,1,1,1013,541,0.58,0.000389807,0.019743542,120,20,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
501,1,1,1014,542,0.67,0.000352391,0.018772076,120,20,generate,NA,within,mixed,words,recognition,source,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
501,1,1,1015,542,0.71,0.000320899,0.017913655,120,20,read,NA,within,mixed,words,recognition,source,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
515,1,1,1016,543,0.81,0.000290909,0.017056057,22,40,generate,low,within,pure,words,cued recall,item,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
515,1,1,1017,543,0.68,0.000454545,0.021320072,22,40,read,low,within,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
515,1,2,1018,544,0.8,0.000368182,0.019188064,22,40,generate,high,within,pure,words,cued recall,item,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
515,1,2,1019,544,0.53,0.000368182,0.019188064,22,40,read,high,within,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
515,1,3,1020,545,0.69,0.000890909,0.0298481,22,40,generate,low,within,pure,words,cued recall,item,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
515,1,3,1021,545,0.53,0.000654545,0.025584086,22,40,read,low,within,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
515,1,4,1022,546,0.43,0.000890909,0.0298481,22,40,generate,high,within,pure,words,cued recall,item,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
515,1,4,1023,546,0.38,0.000768182,0.027716093,22,40,read,high,within,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
544,1a,1,1024,547,0.8,0.00088582,0.029762722,24,15,generate,NA,within,mixed,words,recognition,item,medium,incidental,antonym,verbal/speaking,cue only,full,self-paced,yes,younger,immediate
544,1a,1,1025,547,0.7,0.001252733,0.035393964,24,15,read,NA,within,mixed,words,recognition,item,NA,incidental,antonym,verbal/speaking,cue only,full,self-paced,yes,younger,immediate
553,3,1,1026,548,0.31,0.00094219,0.030695113,16,16,generate,NA,within,pure,words,free recall,item,low,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,3,1,1027,548,0.2,0.000496802,0.022289054,16,16,read,NA,within,pure,words,free recall,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,3,2,1028,549,0.29,0.000852967,0.029205594,16,16,generate,NA,within,pure,words,free recall,item,low,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,3,2,1029,549,0.16,0.000372111,0.019290175,16,16,read,NA,within,pure,words,free recall,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,4,1,1030,550,0.57,0.001843018,0.042930385,12,16,generate,NA,within,pure,words,free recall,item,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,4,1,1031,550,0.56,0.001842943,0.042929507,12,16,read,NA,within,pure,words,free recall,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,4,2,1032,551,0.54,0.001832452,0.04280715,12,16,generate,NA,within,pure,words,free recall,item,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,4,2,1033,551,0.56,0.001842943,0.042929507,12,16,read,NA,within,pure,words,free recall,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,5,1,1034,552,0.3,0.00089731,0.029955135,16,16,generate,NA,within,pure,words,free recall,item,low,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,5,1,1035,552,0.28,0.000809295,0.028448117,16,16,read,NA,within,pure,words,free recall,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,5,2,1036,553,0.27,0.000766421,0.027684313,16,16,generate,NA,within,pure,words,free recall,item,low,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,5,2,1037,553,0.24,0.000643667,0.025370602,16,16,read,NA,within,pure,words,free recall,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,6,1,1038,554,0.89,0.000645381,0.025404355,16,16,generate,NA,within,pure,words,recognition,item,low,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
553,6,1,1039,554,0.75,0.00125997,0.035496052,16,16,read,NA,within,pure,words,recognition,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,short
690,1,1,1040,575,0.62,0.001225935,0.03501336,36,12,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,1,1,1041,575,0.26,0.00052636,0.022942536,36,12,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,1,1,1042,576,0.65,0.001178733,0.034332681,36,12,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,1,1,1043,576,0.29,0.000619729,0.024894349,36,12,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,1,1,1044,577,0.67,0.001137561,0.033727745,36,12,generate,NA,within,mixed,words,recognition,source,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,1,1,1045,577,0.76,0.000883428,0.02972251,36,12,read,NA,within,mixed,words,recognition,source,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,1,1,1046,578,0.79,0.000785069,0.028019087,36,12,generate,NA,within,mixed,words,recognition,source,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,1,1,1047,578,0.63,0.001212266,0.034817616,36,12,read,NA,within,mixed,words,recognition,source,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,1,1048,579,0.64,0.001269798,0.03563422,33,12,generate,NA,between,mixed,words,recognition,item,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,2,1049,579,0.49,0.001269019,0.035623288,33,12,read,NA,between,mixed,words,recognition,item,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,1,1050,580,0.67,0.001207244,0.034745419,33,12,generate,NA,between,mixed,words,recognition,item,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,2,1051,580,0.25,0.000527029,0.022957116,33,12,read,NA,between,mixed,words,recognition,item,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,1,1052,581,0.6,0.001323072,0.036374055,33,12,generate,NA,between,mixed,words,recognition,font color,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,2,1053,581,0.51,0.001300447,0.03606171,33,12,read,NA,between,mixed,words,recognition,font color,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,1,1054,582,0.49,0.001269019,0.035623288,33,12,generate,NA,between,mixed,words,recognition,font color,medium,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
690,2,2,1055,582,0.63,0.001286526,0.035868175,33,12,read,NA,between,mixed,words,recognition,font color,NA,intentional,NA,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
691,1,1,1056,340,0.83,0.000686322,0.026197747,24,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,1,1,1057,340,0.6,0.001309596,0.036188335,24,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,1,1,1058,341,0.8,0.000789888,0.028104944,24,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,1,1,1059,341,0.65,0.001238197,0.035188021,24,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,1,1,1060,342,0.59,0.001316931,0.036289546,24,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,1,1,1061,342,0.66,0.001217521,0.034892997,24,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,1,1,1062,343,0.53,0.001309221,0.036183154,24,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,1,1,1063,343,0.62,0.00128778,0.035885658,24,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,2,1,1064,344,0.81,0.000634547,0.025190214,32,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,2,1,1065,344,0.52,0.001091859,0.033043287,32,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,2,1,1066,345,0.63,0.001070045,0.032711537,32,22,generate,NA,within,mixed,words,recognition,font type,high,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,2,1,1067,345,0.73,0.000862794,0.029373349,32,22,read,NA,within,mixed,words,recognition,font type,NA,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,3,1,1068,346,0.82,0.00072059,0.026843809,24,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,3,1,1069,346,0.65,0.001238197,0.035188021,24,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,3,1,1070,347,0.85,0.000619104,0.024881796,24,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,3,1,1071,347,0.75,0.000961621,0.03101001,24,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,3,1,1072,348,0.57,0.001324254,0.036390296,24,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,3,1,1073,348,0.64,0.001256864,0.035452278,24,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,3,1,1074,349,0.65,0.001238197,0.035188021,24,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,3,1,1075,349,0.74,0.000994599,0.031537258,24,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,covert/thinking,word stem,full,timed,yes,younger,immediate
691,4,1,1076,350,0.7,0.001001044,0.031639273,28,24,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,covert/thinking,word stem,full,timed,yes,younger,immediate
691,4,1,1077,350,0.59,0.001180151,0.034353322,28,24,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,covert/thinking,word stem,full,timed,yes,younger,immediate
691,4,1,1078,351,0.65,0.001109594,0.033310569,28,24,generate,NA,within,mixed,words,recognition,font color,high,intentional,rhyme,covert/thinking,word stem,full,timed,yes,younger,immediate
691,4,1,1079,351,0.74,0.000891297,0.029854592,28,24,read,NA,within,mixed,words,recognition,font color,NA,intentional,rhyme,covert/thinking,word stem,full,timed,yes,younger,immediate
691,5,1,1080,352,0.82,0.000605505,0.024607015,32,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,5,1,1081,352,0.52,0.001091859,0.033043287,32,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,5,1,1082,353,0.55,0.001110582,0.033325398,32,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,5,1,1083,353,0.63,0.001070045,0.032711537,32,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
691,6,1,1084,354,0.85,0.00057042,0.023883466,32,16,generate,NA,within,mixed,words,recognition,item,medium,intentional,antonym,writing/typing,letter transposition,full,timed,yes,younger,immediate
691,6,1,1085,354,0.66,0.00112178,0.033492988,32,16,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,letter transposition,full,timed,yes,younger,immediate
691,6,1,1086,355,0.8,0.000727774,0.026977291,32,16,generate,NA,within,mixed,non-words,recognition,item,medium,intentional,antonym,writing/typing,letter transposition,full,timed,yes,younger,immediate
691,6,1,1087,355,0.82,0.000663926,0.025766757,32,16,read,NA,within,mixed,non-words,recognition,item,NA,intentional,antonym,writing/typing,letter transposition,full,timed,yes,younger,immediate
691,6,1,1088,356,0.63,0.001173285,0.03425325,32,16,generate,NA,within,mixed,words,recognition,location,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
691,6,1,1089,356,0.53,0.001206269,0.03473138,32,16,read,NA,within,mixed,words,recognition,location,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
691,6,1,1090,357,0.59,0.001213373,0.034833503,32,16,generate,NA,within,mixed,non-words,recognition,location,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
691,6,1,1091,357,0.52,0.001197204,0.034600635,32,16,read,NA,within,mixed,non-words,recognition,location,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
